050.nii.gz	[(3, 45), (122, 378, 134, 366)]	48
051.nii.gz	[(3, 46), (122, 378, 134, 366)]	48
052.nii.gz	[(5, 44), (134, 366, 122, 378)]	48
053.nii.gz	[(3, 44), (134, 366, 122, 378)]	48
054.nii.gz	[(1, 46), (134, 366, 122, 378)]	48
055.nii.gz	[(2, 45), (134, 366, 122, 378)]	48
056.nii.gz	[(4, 46), (134, 366, 122, 378)]	48
057.nii.gz	[(0, 40), (134, 366, 122, 378)]	48
058.nii.gz	[(0, 46), (134, 366, 122, 378)]	48
059.nii.gz	[(0, 44), (134, 366, 122, 378)]	48
060.nii.gz	[(2, 47), (134, 366, 122, 378)]	48
061.nii.gz	[(1, 44), (134, 366, 122, 378)]	48
062.nii.gz	[(0, 46), (134, 366, 122, 378)]	48
063.nii.gz	[(3, 46), (134, 366, 122, 378)]	48
064.nii.gz	[(0, 45), (134, 366, 122, 378)]	48
065.nii.gz	[(0, 45), (134, 366, 122, 378)]	48
066.nii.gz	[(2, 46), (134, 366, 122, 378)]	48
067.nii.gz	[(3, 44), (134, 366, 122, 378)]	48
068.nii.gz	[(3, 44), (134, 366, 122, 378)]	48
069.nii.gz	[(0, 43), (134, 366, 122, 378)]	48
070.nii.gz	[(0, 44), (134, 366, 122, 378)]	48
071.nii.gz	[(4, 46), (134, 366, 122, 378)]	48
072.nii.gz	[(1, 46), (134, 366, 122, 378)]	48
073.nii.gz	[(0, 42), (134, 366, 122, 378)]	48
074.nii.gz	[(1, 45), (134, 366, 122, 378)]	48
075.nii.gz	[(1, 44), (134, 366, 122, 378)]	48
076.nii.gz	[(4, 46), (134, 366, 122, 378)]	48
077.nii.gz	[(2, 46), (134, 366, 122, 378)]	48
078.nii.gz	[(0, 45), (134, 366, 122, 378)]	48
079.nii.gz	[(4, 46), (134, 366, 122, 378)]	48
080.nii.gz	[(2, 43), (134, 366, 122, 378)]	48
081.nii.gz	[(3, 47), (134, 366, 122, 378)]	48
082.nii.gz	[(4, 45), (134, 366, 122, 378)]	48
083.nii.gz	[(3, 47), (134, 366, 122, 378)]	48
084.nii.gz	[(0, 47), (134, 366, 122, 378)]	48
085.nii.gz	[(0, 45), (134, 366, 122, 378)]	48
086.nii.gz	[(2, 45), (134, 366, 122, 378)]	48
087.nii.gz	[(4, 44), (134, 366, 122, 378)]	48
088.nii.gz	[(3, 44), (134, 366, 122, 378)]	48
089.nii.gz	[(0, 44), (134, 366, 122, 378)]	48
090.nii.gz	[(4, 45), (134, 366, 122, 378)]	48
091.nii.gz	[(6, 44), (134, 366, 122, 378)]	48
092.nii.gz	[(1, 44), (134, 366, 122, 378)]	48
093.nii.gz	[(0, 47), (134, 366, 122, 378)]	48
094.nii.gz	[(1, 46), (134, 366, 122, 378)]	48
095.nii.gz	[(1, 46), (134, 366, 122, 378)]	48
096.nii.gz	[(1, 47), (134, 366, 122, 378)]	48
097.nii.gz	[(2, 46), (134, 366, 122, 378)]	48
098.nii.gz	[(3, 45), (134, 366, 122, 378)]	48
099.nii.gz	[(3, 46), (134, 366, 122, 378)]	48
100.nii.gz	[(28, 69), (184, 316, 122, 378)]	83
101.nii.gz	[(16, 64), (184, 316, 122, 378)]	83
102.nii.gz	[(22, 64), (184, 316, 122, 378)]	83
103.nii.gz	[(20, 64), (184, 316, 122, 378)]	83
104.nii.gz	[(22, 67), (184, 316, 122, 378)]	83
105.nii.gz	[(26, 70), (184, 316, 122, 378)]	83
106.nii.gz	[(23, 65), (184, 316, 122, 378)]	83
107.nii.gz	[(26, 65), (184, 316, 122, 378)]	83
108.nii.gz	[(30, 71), (184, 316, 122, 378)]	83
109.nii.gz	[(23, 69), (184, 316, 122, 378)]	83
110.nii.gz	[(20, 66), (184, 316, 122, 378)]	83
111.nii.gz	[(27, 68), (184, 316, 122, 378)]	83
112.nii.gz	[(27, 69), (184, 316, 122, 378)]	83
113.nii.gz	[(26, 69), (184, 316, 122, 378)]	83
114.nii.gz	[(24, 66), (184, 316, 122, 378)]	83
115.nii.gz	[(24, 68), (184, 316, 122, 378)]	83
116.nii.gz	[(25, 67), (184, 316, 122, 378)]	83
117.nii.gz	[(24, 68), (184, 316, 122, 378)]	83
118.nii.gz	[(23, 66), (184, 316, 122, 378)]	83
119.nii.gz	[(24, 68), (184, 316, 122, 378)]	83
120.nii.gz	[(17, 60), (184, 316, 122, 378)]	83
121.nii.gz	[(19, 62), (184, 316, 122, 378)]	83
122.nii.gz	[(18, 62), (184, 316, 122, 378)]	83
123.nii.gz	[(25, 71), (184, 316, 122, 378)]	83
124.nii.gz	[(20, 65), (184, 316, 122, 378)]	83
125.nii.gz	[(32, 71), (184, 316, 122, 378)]	83
126.nii.gz	[(28, 72), (184, 316, 122, 378)]	83
127.nii.gz	[(16, 66), (184, 316, 122, 378)]	83
128.nii.gz	[(21, 68), (184, 316, 122, 378)]	83
129.nii.gz	[(25, 69), (184, 316, 122, 378)]	83
130.nii.gz	[(23, 66), (184, 316, 122, 378)]	83
131.nii.gz	[(32, 72), (184, 316, 122, 378)]	83
132.nii.gz	[(24, 68), (184, 316, 122, 378)]	83
133.nii.gz	[(20, 64), (184, 316, 122, 378)]	83
134.nii.gz	[(19, 63), (184, 316, 122, 378)]	83
135.nii.gz	[(22, 64), (184, 316, 122, 378)]	83
136.nii.gz	[(23, 64), (184, 316, 122, 378)]	83
137.nii.gz	[(23, 64), (184, 316, 122, 378)]	83
138.nii.gz	[(28, 71), (184, 316, 122, 378)]	83
139.nii.gz	[(24, 66), (184, 316, 122, 378)]	83
140.nii.gz	[(20, 64), (184, 316, 122, 378)]	83
141.nii.gz	[(21, 64), (184, 316, 122, 378)]	83
142.nii.gz	[(17, 67), (184, 316, 122, 378)]	83
143.nii.gz	[(28, 69), (184, 316, 122, 378)]	83
144.nii.gz	[(22, 67), (184, 316, 122, 378)]	83
145.nii.gz	[(20, 60), (184, 316, 122, 378)]	83
146.nii.gz	[(16, 63), (184, 316, 122, 378)]	83
147.nii.gz	[(22, 62), (180, 320, 122, 378)]	83
148.nii.gz	[(19, 60), (188, 312, 122, 378)]	83
149.nii.gz	[(23, 66), (182, 318, 122, 378)]	83
150.nii.gz	[(34, 78), (186, 314, 122, 378)]	103
151.nii.gz	[(38, 79), (186, 314, 122, 378)]	103
152.nii.gz	[(36, 77), (186, 314, 122, 378)]	103
153.nii.gz	[(39, 80), (186, 314, 122, 378)]	103
154.nii.gz	[(35, 80), (186, 314, 122, 378)]	103
155.nii.gz	[(34, 78), (186, 314, 122, 378)]	103
156.nii.gz	[(37, 83), (186, 314, 122, 378)]	103
157.nii.gz	[(29, 68), (188, 312, 122, 378)]	103
158.nii.gz	[(33, 72), (188, 312, 122, 378)]	103
159.nii.gz	[(29, 76), (188, 312, 122, 378)]	103
160.nii.gz	[(18, 62), (89, 410, 130, 370)]	83
161.nii.gz	[(24, 68), (89, 410, 130, 370)]	83
162.nii.gz	[(26, 67), (89, 410, 130, 370)]	83
163.nii.gz	[(16, 61), (89, 410, 130, 370)]	83
164.nii.gz	[(22, 67), (89, 410, 130, 370)]	83
165.nii.gz	[(20, 66), (89, 410, 130, 370)]	83
166.nii.gz	[(23, 68), (89, 410, 130, 370)]	83
167.nii.gz	[(16, 61), (89, 410, 130, 370)]	83
168.nii.gz	[(19, 66), (89, 410, 130, 370)]	83
169.nii.gz	[(16, 66), (89, 410, 130, 370)]	83
